benchmark,benchmark_version,cpu_clock_freq,cpu_cores,cpu_litho,cpu_make,cpu_score,cpu_sku,cpu_socket,cpu_tdp,date,gpu,gpu_avg_clock_freq,gpu_avg_memclock_freq,gpu_avg_temp,gpu_clock_freq,gpu_count,gpu_driver_status,gpu_driver_version,gpu_memclock_freq,gpu_score,gpu_vendor,gpu_vram,os,ram,ram_clock_freq,score
Time Spy,1.2,5203,8,14 nm,Intel,12805,Intel Core i9-9900K Processor,FCLGA1151,95,September 19 2020,NVIDIA GeForce RTX 3080,2011,1284,47,2160,1,Approved ,27.21.14.5638,1285,19257,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.18363),32768,4000,17903
Time Spy,1.2,5103,10,14 nm,Intel,14185,Intel Core i9-10900KF Processor,FCLGA1200,125,September 26 2020,NVIDIA GeForce RTX 3080,1925,1341,60,2070,1,Approved ,27.21.14.5638,1341,18765,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),32768,3200,17898
Time Spy,1.2,5203,10,14 nm,Intel,15281,Intel Core i9-10900K Processor,FCLGA1200,125,September 28 2020,NVIDIA GeForce RTX 3080,1887,1188,71,2025,1,Approved ,27.21.14.5638,1188,18452,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3998,17894
Time Spy,1.2,5303,10,14 nm,Intel,16494,Intel Core i9-10900K Processor,FCLGA1200,125,September 28 2020,NVIDIA GeForce RTX 3080,1902,1284,53,1920,1,Approved ,27.21.14.5638,1294,18166,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4532,17893
Time Spy,1.2,5303,10,14 nm,Intel,16601,Intel Core i9-10900K Processor,FCLGA1200,125,September 28 2020,NVIDIA GeForce RTX 3080,1898,1284,63,2010,1,Approved ,27.21.14.5638,1294,18143,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4532,17893
Time Spy,1.2,4474,16,7 nm,AMD,15380,AMD Ryzen 9 3950X,AM4,105,September 25 2020,NVIDIA GeForce RTX 3080,1914,1179,45,1950,1,Approved ,27.21.14.5638,1188,18423,Gainward GmbH,10240,64-bit Windows 10 (10.0.18363),32768,3798,17891
Time Spy,1.2,5203,10,14 nm,Intel,14361,Intel Core i9-10900K Processor,FCLGA1200,125,September 26 2020,NVIDIA GeForce RTX 3080,1920,1241,67,2040,1,Approved ,27.21.14.5638,1250,18701,EVGA Corporation,10240,64-bit Windows 10 (10.0.19041),16384,GB,17890
Time Spy,1.2,5203,8,14 nm,Intel,12698,Intel Core i9-9900K Processor,FCLGA1151,95,September 19 2020,NVIDIA GeForce RTX 3080,1972,1274,49,2175,1,Approved ,27.21.14.5638,1293,19280,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.18363),32768,4000,17889
Time Spy,1.2,4499,16,7 nm,AMD,15459,AMD Ryzen 9 3950X,AM4,105,September 23 2020,NVIDIA GeForce RTX 3080,1928,1251,41,2130,1,Approved ,27.21.14.5638,1251,18399,Gainward GmbH,10240,64-bit Windows 10 (10.0.18363),32768,3798,17888
Time Spy,1.2,4740,16,7 nm,AMD,14043,AMD Ryzen 9 3950X,AM4,105,September 24 2020,NVIDIA GeForce RTX 3080,1957,1263,55,2085,1,Approved ,27.21.14.5638,1263,18791,EVGA Corporation,10240,64-bit Windows 10 (10.0.19041),32768,3592,17884
Time Spy,1.2,5303,10,14 nm,Intel,16605,Intel Core i9-10900K Processor,FCLGA1200,125,September 27 2020,NVIDIA GeForce RTX 3080,1939,1291,55,2025,1,Approved ,27.21.14.5638,1300,18129,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4532,17882
Time Spy,1.2,4208,16,7 nm,AMD,15776,AMD Ryzen 9 3950X,AM4,105,September 29 2020,NVIDIA GeForce RTX 3080,1886,1282,48,2055,1,Approved ,27.21.14.5655,1282,18314,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,17882
Time Spy,1.2,4208,16,7 nm,AMD,15803,AMD Ryzen 9 3950X,AM4,105,September 22 2020,NVIDIA GeForce RTX 3080,1896,1188,53,2070,1,Approved ,27.21.14.5638,1188,18302,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,17877
Time Spy,1.2,5303,10,14 nm,Intel,15587,Intel Core i9-10900K Processor,FCLGA1200,125,September 26 2020,NVIDIA GeForce RTX 3080,1929,1188,56,2025,1,Approved ,27.21.14.5638,1188,18353,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.18363),32768,4534,17877
Time Spy,1.2,5403,10,14 nm,Intel,16717,Intel Core i9-10900K Processor,FCLGA1200,125,September 21 2020,NVIDIA GeForce RTX 3080,1859,1350,55,2055,1,Approved ,27.21.14.5638,1350,18096,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.18362),16384,4700,17874
Time Spy,1.2,4466,16,7 nm,AMD,14750,AMD Ryzen 9 3950X,AM4,105,September 24 2020,NVIDIA GeForce RTX 3080,1943,1191,62,2085,1,Approved ,27.21.14.5638,1200,18568,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),65536,3592,17874
Time Spy,1.2,5400,10,14 nm,Intel,13405,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1965,1244,55,2175,1,Approved ,27.21.14.5655,1263,18989,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3732,17872
Time Spy,1.2,4674,16,7 nm,AMD,15360,AMD Ryzen 9 3950X,AM4,105,September 25 2020,NVIDIA GeForce RTX 3080,1912,1290,69,2040,1,Approved ,27.21.14.5638,1290,18401,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,GIGABYTE,17870
Time Spy,1.2,5002,10,14 nm,Intel,15226,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1904,1195,64,1980,1,Approved ,27.21.14.5655,1213,18425,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19042),16384,4500,17862
Time Spy,1.0,5103,10,14 nm,Intel,15066,Intel Core i9-10900K Processor,FCLGA1200,125,September 19 2020,NVIDIA GeForce RTX 3080,1875,1275,51,1995,1,Approved ,27.21.14.5638,1294,18465,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3600,17860
Time Spy,1.2,5002,10,14 nm,Intel,13710,Intel Core i9-10900K Processor,FCLGA1200,125,September 18 2020,NVIDIA GeForce RTX 3080,1971,1188,64,2040,1,Approved ,27.21.14.5638,1188,18867,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,3998,17859
Time Spy,1.2,5002,10,14 nm,Intel,15213,Intel Core i9-10900K Processor,FCLGA1200,125,September 18 2020,NVIDIA GeForce RTX 3080,1913,1188,64,2025,1,Approved ,27.21.14.5638,1188,18419,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4196,17854
Time Spy,1.2,5408,10,14 nm,Intel,11890,Intel Core i9-10900K Processor,FCLGA1200,125,September 22 2020,NVIDIA GeForce RTX 3080,2037,1262,54,2055,1,Approved ,27.21.14.5638,1281,19587,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.18363),32768,4404,17853
Time Spy,1.2,4208,16,7 nm,AMD,15912,AMD Ryzen 9 3950X,AM4,105,September 25 2020,NVIDIA GeForce RTX 3080,1895,1282,49,2085,1,Approved ,27.21.14.5638,1282,18242,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,17849
Time Spy,1.2,5104,8,14 nm,Intel,12127,Intel Core i9-9900K Processor,FCLGA1151,95,September 28 2020,NVIDIA GeForce RTX 3080,1978,1338,53,2055,1,Approved ,27.21.14.5638,1338,19471,EVGA Corporation,10240,64-bit Windows 10 (10.0.19041),32768,3600,17849
Time Spy,1.2,5002,10,14 nm,Intel,15304,Intel Core i9-10900K Processor,FCLGA1200,125,September 18 2020,NVIDIA GeForce RTX 3080,1854,1153,66,2010,1,Approved ,27.21.14.5638,1188,18386,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4200,17846
Time Spy,1.2,5203,10,14 nm,Intel,14769,Intel Core i9-10900K Processor,FCLGA1200,125,September 23 2020,NVIDIA GeForce RTX 3080,1925,1170,49,2055,1,Approved ,27.21.14.5638,1188,18521,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.18363),32768,4000,17841
Time Spy,1.2,5103,10,14 nm,Intel,12941,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1951,1246,53,2145,1,Approved ,27.21.14.5655,1294,19119,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,4000,17841
Time Spy,1.2,4208,16,7 nm,AMD,15601,AMD Ryzen 9 3950X,AM4,105,September 29 2020,NVIDIA GeForce RTX 3080,1887,1282,48,2055,1,Approved ,27.21.14.5655,1282,18305,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,17841
Time Spy,1.2,5101,10,14 nm,Intel,14842,Intel Core i9-10900K Processor,FCLGA1200,125,September 22 2020,NVIDIA GeForce RTX 3080,1954,1170,64,2040,1,Approved ,27.21.14.5638,1188,18500,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.18363),32768,4000,17840
Time Spy,1.2,4516,16,7 nm,AMD,13539,AMD Ryzen 9 3950X,AM4,105,September 24 2020,NVIDIA GeForce RTX 3080,1966,1275,55,2085,1,Approved ,27.21.14.5638,1275,18898,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),65536,3192,17838
Time Spy,1.0,4713,16,14 nm,Intel,15563,Intel Core i9-7960X Processor,FCLGA2066,165,September 18 2020,NVIDIA GeForce RTX 3080,1880,1251,62,2055,1,Approved ,27.21.14.5638,1251,18309,Galax,10240,64-bit Windows 10 (10.0.18363),32768,4004,17836
Time Spy,1.2,4541,16,7 nm,AMD,15092,AMD Ryzen 9 3950X,AM4,105,September 25 2020,NVIDIA GeForce RTX 3080,1937,1278,66,2070,1,Approved ,27.21.14.5638,1288,18426,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3724,17835
Time Spy,1.0,5201,10,14 nm,Intel,16069,Intel Core i9-10900K Processor,FCLGA1200,125,September 18 2020,NVIDIA GeForce RTX 3080,1852,1162,61,1950,1,Approved ,27.21.14.5638,1188,18187,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,4100,17834
Time Spy,1.2,5203,10,14 nm,Intel,13721,Intel Core i9-10900KF Processor,FCLGA1200,125,September 19 2020,NVIDIA GeForce RTX 3080,1954,1271,49,2115,1,Approved ,27.21.14.5616,1300,18826,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,3600,17830
Time Spy,1.2,5002,10,14 nm,Intel,14292,Intel Core i9-10900K Processor,FCLGA1200,125,September 22 2020,NVIDIA GeForce RTX 3080,1886,1241,57,2025,1,Approved ,27.21.14.5638,1250,18645,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),65536,3200,17830
Time Spy,1.2,5101,10,14 nm,Intel,14814,Intel Core i9-10900K Processor,FCLGA1200,125,September 22 2020,NVIDIA GeForce RTX 3080,1950,1179,64,2040,1,Approved ,27.21.14.5638,1188,18494,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.18363),32768,3998,17829
Time Spy,1.2,4443,16,7 nm,AMD,14802,AMD Ryzen 9 3950X,AM4,105,September 25 2020,NVIDIA GeForce RTX 3080,1911,1223,64,2055,1,Approved ,27.21.14.5638,1250,18493,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),65536,3592,17826
Time Spy,1.2,5002,8,14 nm,Intel,12864,Intel Core i7-10700K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1989,1264,50,2130,1,Approved ,27.21.14.5655,1264,19129,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,4196,17826
Time Spy,1.2,4443,16,7 nm,AMD,14609,AMD Ryzen 9 3950X,AM4,105,September 25 2020,NVIDIA GeForce RTX 3080,1938,1250,62,2055,1,Approved ,27.21.14.5638,1250,18543,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),65536,3592,17823
Time Spy,1.2,5203,10,14 nm,Intel,15930,Intel Core i9-10900K Processor,FCLGA1200,125,September 27 2020,NVIDIA GeForce RTX 3080,1872,1273,61,2085,1,Approved ,27.21.14.5638,1292,18205,Gainward GmbH,10240,64-bit Windows 10 (10.0.17763),32768,4398,17823
Time Spy,1.2,5002,10,14 nm,Intel,14283,Intel Core i9-10900K Processor,FCLGA1200,125,September 23 2020,NVIDIA GeForce RTX 3080,1901,1241,58,2010,1,Approved ,27.21.14.5638,1250,18636,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),65536,3198,17821
Time Spy,1.2,4301,16,7 nm,AMD,15124,AMD Ryzen 9 3950X,AM4,105,September 22 2020,NVIDIA GeForce RTX 3080,1916,1213,64,2040,1,Approved ,27.21.14.5638,1241,18399,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3732,17820
Time Spy,1.2,5191,8,14 nm,Intel,13198,Intel Core i9-9900KS Processor,FCLGA1151,127,September 28 2020,NVIDIA GeForce RTX 3080,1948,1303,50,2100,1,Approved ,27.21.14.5655,1313,18990,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),16384,4390,17817
Time Spy,1.2,5300,10,14 nm,Intel,15159,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1859,1283,67,2055,1,Approved ,27.21.14.5655,1313,18386,Gainward GmbH,10240,64-bit Windows 10 (10.0.19041),16384,4402,17817
Time Spy,1.2,5203,8,14 nm,Intel,12662,Intel Core i9-9900K Processor,FCLGA1151,95,September 19 2020,NVIDIA GeForce RTX 3080,1999,1297,48,2070,1,Approved ,27.21.14.5638,1306,19195,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.18363),32768,3998,17816
Time Spy,1.2,5203,10,14 nm,Intel,14261,Intel Core i9-10900K Processor,FCLGA1200,125,September 26 2020,NVIDIA GeForce RTX 3080,1924,1170,68,2040,1,Approved ,27.21.14.5638,1188,18632,EVGA Corporation,10240,64-bit Windows 10 (10.0.19041),16384,4500,17813
Time Spy,1.2,5103,10,14 nm,Intel,12995,Intel Core i9-10900K Processor,FCLGA1200,125,September 28 2020,NVIDIA GeForce RTX 3080,1965,1268,58,2085,1,Approved ,27.21.14.5638,1288,19061,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,4000,17813
Time Spy,1.2,5002,10,14 nm,Intel,15019,Intel Core i9-10900KF Processor,FCLGA1200,125,September 26 2020,NVIDIA GeForce RTX 3080,1911,1179,57,2055,1,Approved ,27.21.14.5638,1188,18417,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.18362),16384,4100,17812
Time Spy,1.2,5201,10,14 nm,Intel,13700,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1975,1250,55,2145,1,Approved ,27.21.14.5655,1250,18807,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3732,17811
Time Spy,1.2,4301,16,7 nm,AMD,15092,AMD Ryzen 9 3950X,AM4,105,September 22 2020,NVIDIA GeForce RTX 3080,1901,1222,64,2055,1,Approved ,27.21.14.5638,1241,18395,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3732,17810
Time Spy,1.0,5303,10,14 nm,Intel,14796,Intel Core i9-10900K Processor,FCLGA1200,125,September 20 2020,NVIDIA GeForce RTX 3080,1890,1250,54,2025,1,Approved ,27.21.14.5638,1250,18468,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),32768,3198,17805
Time Spy,1.2,4516,16,7 nm,AMD,13634,AMD Ryzen 9 3950X,AM4,105,September 24 2020,NVIDIA GeForce RTX 3080,1948,1250,54,2085,1,Approved ,27.21.14.5638,1269,18818,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),65536,3192,17802
Time Spy,1.2,5101,10,14 nm,Intel,14793,Intel Core i9-10900K Processor,FCLGA1200,125,September 22 2020,NVIDIA GeForce RTX 3080,1938,1179,64,2040,1,Approved ,27.21.14.5638,1188,18464,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.18363),32768,3998,17801
Time Spy,1.2,5203,10,14 nm,Intel,14303,Intel Core i9-10900K Processor,FCLGA1200,125,September 25 2020,NVIDIA GeForce RTX 3080,1930,1250,67,2055,1,Approved ,27.21.14.5638,1250,18605,Colorful,10240,64-bit Windows 10 (10.0.19041),16384,4500,17801
Time Spy,1.2,4443,16,7 nm,AMD,14708,AMD Ryzen 9 3950X,AM4,105,September 25 2020,NVIDIA GeForce RTX 3080,1927,1238,64,2055,1,Approved ,27.21.14.5638,1238,18487,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),65536,3592,17800
Time Spy,1.2,4509,16,7 nm,AMD,16422,AMD Ryzen 9 3950X,AM4,105,September 29 2020,NVIDIA GeForce RTX 3080,1898,1188,47,2055,1,Approved ,27.21.14.5655,1188,18068,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,17800
Time Spy,1.2,5002,8,14 nm,Intel,12894,Intel Core i9-9900K Processor,FCLGA1151,95,September 20 2020,NVIDIA GeForce RTX 3080,1944,1323,40,2100,1,Approved ,27.21.14.5638,1323,19078,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),16384,4400,17797
Time Spy,1.2,5002,8,14 nm,Intel,12843,Intel Core i7-10700KF Processor,FCLGA1200,125,September 27 2020,NVIDIA GeForce RTX 3080,1943,1299,53,2070,1,Approved ,27.21.14.5638,1313,19098,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),16384,4302,17797
Time Spy,1.2,5101,10,14 nm,Intel,13335,Intel Core i9-10900KF Processor,FCLGA1200,125,September 19 2020,NVIDIA GeForce RTX 3080,1979,1293,46,2130,1,Approved ,27.21.14.5616,1313,18913,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,3600,17796
Time Spy,1.2,5203,10,14 nm,Intel,15114,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1885,1232,54,2010,1,Approved ,27.21.14.5655,1251,18370,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.18363),32768,4000,17794
Time Spy,1.2,5203,10,14 nm,Intel,15184,Intel Core i9-10900K Processor,FCLGA1200,125,September 27 2020,NVIDIA GeForce RTX 3080,1890,1183,55,2040,1,Approved ,27.21.14.5638,1200,18349,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),32768,3600,17792
Time Spy,1.2,5203,8,14 nm,Intel,12667,Intel Core i9-9900K Processor,FCLGA1151,95,September 19 2020,NVIDIA GeForce RTX 3080,1999,1292,47,2160,1,Approved ,27.21.14.5638,1302,19160,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.18363),32768,3998,17791
Time Spy,1.2,5100,10,14 nm,Intel,14811,Intel Core i9-10900K Processor,FCLGA1200,125,September 22 2020,NVIDIA GeForce RTX 3080,1942,1188,65,2040,1,Approved ,27.21.14.5638,1188,18446,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.18363),32768,4000,17791
Time Spy,1.0,5103,10,14 nm,Intel,15098,Intel Core i9-10900K Processor,FCLGA1200,125,September 18 2020,NVIDIA GeForce RTX 3080,1924,1313,52,1980,1,Approved ,27.21.14.5638,1313,18367,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3596,17789
Time Spy,1.2,4401,12,7 nm,AMD,14503,AMD Ryzen 9 3900X,AM4,105,September 20 2020,NVIDIA GeForce RTX 3080,1895,1223,61,2025,1,Approved ,27.21.14.5638,1250,18531,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.18363),32768,3798,17789
Time Spy,1.2,5002,10,14 nm,Intel,15188,Intel Core i9-10900KF Processor,FCLGA1200,125,September 27 2020,NVIDIA GeForce RTX 3080,1907,1179,58,2055,1,Approved ,27.21.14.5638,1188,18344,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.18362),16384,4400,17789
Time Spy,1.2,5002,8,14 nm,Intel,12880,Intel Core i7-10700KF Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1994,1288,54,2115,1,Approved ,27.21.14.5655,1288,19072,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),16384,4296,17789
Time Spy,1.2,4401,16,7 nm,AMD,15734,AMD Ryzen 9 3950X,AM4,105,September 29 2020,NVIDIA GeForce RTX 3080,1909,1251,65,2025,1,Approved ,27.21.14.5655,1251,18209,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),65536,3598,17789
Time Spy,1.2,5002,10,14 nm,Intel,13174,Intel Core i9-10900K Processor,FCLGA1200,125,September 29 2020,NVIDIA GeForce RTX 3080,1985,1282,52,2130,1,Approved ,27.21.14.5655,1282,18961,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),16384,4500,17788
Time Spy,1.2,4899,10,14 nm,Intel,13501,Intel Core i9-10900F Processor,FCLGA1200,65,September 29 2020,NVIDIA GeForce RTX 3080,1977,1313,61,2130,1,Approved ,27.21.14.5655,1313,18840,Colorful,10240,64-bit Windows 10 (10.0.19041),32768,3600,17785
Time Spy,1.2,5203,10,14 nm,Intel,16119,Intel Core i9-10900K Processor,FCLGA1200,125,September 25 2020,NVIDIA GeForce RTX 3080,1894,1219,72,2010,1,Approved ,27.21.14.5638,1219,18115,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,4600,17784
Time Spy,1.2,4509,16,7 nm,AMD,16366,AMD Ryzen 9 3950X,AM4,105,September 29 2020,NVIDIA GeForce RTX 3080,1893,1188,46,2055,1,Approved ,27.21.14.5655,1188,18059,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,17783
Time Spy,1.2,5103,10,14 nm,Intel,13306,Intel Core i9-10900KF Processor,FCLGA1200,125,September 19 2020,NVIDIA GeForce RTX 3080,1998,1288,47,2115,1,Approved ,27.21.14.5616,1288,18905,"Giga-Byte Technology Co., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,3600,17782
Time Spy,1.2,4201,16,7 nm,AMD,13974,AMD Ryzen 9 3950X,AM4,105,September 28 2020,NVIDIA GeForce RTX 3080,1988,1275,52,2055,1,Approved ,27.21.14.5655,1275,18679,NVidia Corporation,10240,64-bit Windows 10 (10.0.19041),32768,3598,17780
Time Spy,1.2,5002,10,14 nm,Intel,14026,Intel Core i9-10900K Processor,FCLGA1200,125,September 24 2020,NVIDIA GeForce RTX 3080,1913,1250,63,2010,1,Approved ,27.21.14.5638,1250,18660,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),65536,3200,17778
Time Spy,1.2,5190,8,14 nm,Intel,13169,Intel Core i9-9900KS Processor,FCLGA1151,127,September 28 2020,NVIDIA GeForce RTX 3080,1961,1303,50,2130,1,Approved ,27.21.14.5655,1313,18942,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),16384,4388,17773
Time Spy,1.2,5103,8,14 nm,Intel,12253,Intel Core i9-9900K Processor,FCLGA1151,95,September 24 2020,NVIDIA GeForce RTX 3080,1993,1313,50,2175,1,Approved ,27.21.14.5638,1313,19304,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),32768,3698,17770
Time Spy,1.2,5036,18,14 nm,Intel,15962,Intel Core i9-10980XE Extreme Edition Processor,LGA2066,165,September 25 2020,NVIDIA GeForce RTX 3080,1877,1256,55,2085,1,Approved ,27.21.14.5638,1275,18132,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,4002,17769
Time Spy,1.2,5002,10,14 nm,Intel,15038,Intel Core i9-10900KF Processor,FCLGA1200,125,September 26 2020,NVIDIA GeForce RTX 3080,1899,1162,59,2040,1,Approved ,27.21.14.5638,1188,18357,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.18362),16384,4100,17768
Time Spy,1.2,4391,16,7 nm,AMD,13877,AMD Ryzen 9 3950X,AM4,105,September 27 2020,NVIDIA GeForce RTX 3080,1942,1253,63,2055,1,Approved ,27.21.14.5638,1263,18692,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),65536,3192,17767
Time Spy,1.2,4991,8,14 nm,Intel,12871,Intel Core i9-9900KS Processor,FCLGA1151,127,September 28 2020,NVIDIA GeForce RTX 3080,1963,1303,51,2115,1,Approved ,27.21.14.5655,1313,19046,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),16384,4388,17767
Time Spy,1.2,5203,10,14 nm,Intel,15466,Intel Core i9-10900K Processor,FCLGA1200,125,September 28 2020,NVIDIA GeForce RTX 3080,1895,1188,71,2025,1,Approved ,27.21.14.5638,1188,18239,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),32768,3996,17761
Time Spy,1.2,5103,10,14 nm,Intel,12948,Intel Core i9-10900K Processor,FCLGA1200,125,September 28 2020,NVIDIA GeForce RTX 3080,2001,1294,55,2115,1,Approved ,27.21.14.5655,1294,19006,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),16384,SAMSUNG,17759
Time Spy,1.2,5001,8,14 nm,Intel,12660,Intel Core i9-9900K Processor,FCLGA1151,95,September 19 2020,NVIDIA GeForce RTX 3080,1942,1300,40,2130,1,Approved ,27.21.14.5638,1310,19117,"Asustek Computer, Inc.",10240,64-bit Windows 10 (10.0.19041),16384,4300,17758
Time Spy,1.2,4210,16,7 nm,AMD,15997,AMD Ryzen 9 3950X,AM4,105,September 23 2020,NVIDIA GeForce RTX 3080,1873,1188,63,2070,1,Approved ,27.21.14.5638,1188,18111,Palit Microsystems Ltd.,10240,64-bit Windows 10 (10.0.19041),32768,3740,17758
Time Spy,1.2,4765,16,7 nm,AMD,14054,AMD Ryzen 9 3950X,AM4,105,September 19 2020,NVIDIA GeForce RTX 3080,1927,1263,63,2040,1,Approved ,27.21.14.5638,1263,18619,EVGA Corporation,10240,64-bit Windows 10 (10.0.19041),32768,3592,17753
Time Spy,1.2,4418,16,7 nm,AMD,14176,AMD Ryzen 9 3950X,AM4,105,September 25 2020,NVIDIA GeForce RTX 3080,1939,1238,63,2070,1,Approved ,27.21.14.5638,1238,18581,"Micro-Star International Co ., Ltd.",10240,64-bit Windows 10 (10.0.19041),65536,3392,17753
Time Spy,1.2,4495,16,7 nm,AMD,14919,AMD Ryzen 9 3950X,AM4,105,September 19 2020,NVIDIA GeForce RTX 3080,1947,1275,76,2040,1,Approved ,27.21.14.5638,1275,18365,NVidia Corporation,10240,64-bit Windows 10 (10.0.18362),32768,3816,17750
